# Program:featureCounts v2.1.1; Command:"featureCounts" "-g" "gene_id" "-a" "clean_anno.gtf" "-o" "fcounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
YMR066W	173	185	55	212
YMR067C	260	471	75	321
YMR068W	232	241	70	238
YMR069W	13	21	39	81
YMR070W	167	127	447	1529
YMR071C	596	670	63	230
YMR072W	4049	3726	136	759
YMR073C	248	249	59	189
YMR074C	634	437	87	415
YMR075W	585	373	65	155
YMR075C-A	1	1	0	1
YMR076C	147	703	0	24
YNCM0023C	0	0	0	2
YMR077C	392	263	45	122
YMR078C	78	294	4	29
YMR079W	424	826	292	1029
YMR080C	531	480	264	784
YMR081C	9175	8699	72	194
YMR082C	19	3	1	1
YMR083W	3081	5482	342	1035
YMR084W	1480	363	16	20
YMR085W	2484	627	35	46
YMR086W	1151	972	62	179
YMR087W	87	98	9	65
YMR088C	378	635	38	200
YMR089C	961	1791	77	253
YMR090W	4089	2960	79	296
YMR091C	286	345	223	683
YMR092C	1341	1578	152	554
YMR093W	80	72	544	1907
YMR094W	40	61	3	30
YMR095C	44	43	7	19
YMR096W	166	119	14	33
YMR097C	376	558	45	127
YMR098C	316	539	63	207
YNCM0024W	0	0	0	0
YMR099C	2512	2471	102	418
YMR100W	513	430	72	237
YMR101C	22	8	7	8
YMR102C	62	92	65	200
YMR103C	512	636	7	21
YMR104C	2312	1947	39	97
YMR105C	4469	7297	67	331
YMR105W-A	41	18	4	5
YMR106C	222	188	21	48
YNCM0025C	0	0	0	0
YMR106W-A	543	615	41	168
YMR107W	27938	4230	323	252
YMR108W	4705	4783	1255	2985
YMR109W	323	454	92	405
YMR110C	12121	5239	169	349
YMR111C	140	115	46	187
YMR112C	123	171	39	165
YMR113W	63	132	39	204
YMR114C	3227	1570	60	125
YMR115W	696	553	97	354
YMR116C	1700	4534	5631	18400
YNCM0026C	4	7	11	44
YMR117C	54	85	10	33
YMR118C	375	77	37	141
YNCM0027W	0	0	0	0
YMR119W	519	303	70	255
YMR120C	361	2035	1141	1580
YMR121C	137	176	103	435
YMR122C	6	13	3	15
YMR122W-A	3056	3993	221	853
YMR123W	116	231	134	515
YMR124W	456	492	114	327
YMR125W	527	728	136	434
YMR126C	104	126	33	154
YMR127C	94	175	103	397
YMR128W	279	396	375	1194
YMR129W	263	382	169	644
YMR130W	32	58	49	194
YMR131C	246	689	1511	5521
YMR132C	176	201	34	98
YMR133W	461	374	15	57
YMR134W	366	394	43	164
YMR135C	4498	2597	183	460
YMR136W	2480	1102	52	140
YMR137C	456	295	55	127
YMR138W	128	105	21	51
YMR139W	1925	1358	27	90
YMR140W	1515	1014	49	192
YMR141C	130	76	5	36
YMR142C	1925	4926	3448	13896
YMR143W	964	3072	1998	8027
YMR144W	98	287	4	23
YMR145C	1327	5039	134	495
YMR146C	2215	3550	995	3748
YMR147W	164	136	147	411
YMR148W	0	0	0	0
YMR149W	162	348	138	602
YMR150C	277	269	23	111
YMR152W	3431	2263	86	309
YMR153W	410	522	180	654
YMR154C	191	206	20	84
YMR155W	303	263	37	164
YMR156C	138	207	26	108
YMR157C	65	232	19	86
YMR158W	40	219	33	102
YNCM0028C	0	0	1	0
YMR158C-A	43	32	0	8
YMR159C	182	136	3	12
YMR160W	831	677	10	39
YMR161W	600	996	92	385
YMR162C	272	320	72	260
YMR163C	213	153	19	48
YNCM0029C	0	0	1	0
YMR164C	323	185	90	283
YMR165C	1073	616	25	119
YMR166C	21	87	20	80
YMR167W	256	332	45	141
YMR168C	401	485	40	120
YMR169C	257	211	19	55
YMR170C	117	59	7	21
YMR171C	596	452	211	732
YMR172W	262	220	91	369
YMR173W	1445	2315	218	704
YMR174C	5865	894	87	60
YMR175W	5618	245	61	54
YMR175W-A	66	8	0	1
YMR176W	583	417	56	198
YMR177W	14	43	80	220
YMR178W	245	382	23	105
YMR179W	31	75	2	14
YMR180C	208	224	50	267
YMR181C	2474	1409	82	310
YMR182C	301	170	64	155
YMR182W-A	30	12	1	4
YNCM0030W	61	56	2	29
YMR183C	623	667	112	465
YMR184W	228	381	32	147
YMR185W	304	231	108	353
YMR186W	23224	28413	321	1262
YMR187C	205	211	41	108
YMR188C	324	708	67	224
YMR189W	204	567	125	161
YMR190C	155	258	14	68
YMR191W	16744	7368	395	844
YMR192W	125	124	57	152
YMR193W	404	1045	80	306
YMR194W	299	715	713	2977
YNCM0031W	835	626	25	61
YMR194C-B	1409	840	43	89
YMR195W	2479	1678	75	122
YMR196W	2947	1944	64	202
YMR197C	460	710	108	358
YMR198W	33	87	26	99
YMR199W	167	270	5	58
YMR200W	969	757	171	533
YMR201C	730	657	35	148
YNCM0032C	15	10	2	8
YMR202W	92	275	127	585
YMR203W	781	2107	123	531
YMR204C	166	138	31	65
YMR205C	4025	4604	1029	3137
YMR206W	1473	720	11	27
YMR207C	274	313	38	162
YMR208W	341	500	38	151
YMR209C	77	143	73	297
YMR210W	203	500	47	183
YMR211W	322	364	56	134
YMR212C	211	302	147	516
YMR213W	585	497	114	303
YMR214W	102	418	89	320
YMR215W	119	614	30	166
YMR216C	631	1153	348	1079
YMR217W	413	1562	3521	10423
YMR218C	204	306	38	172
YMR219W	1010	944	90	222
YMR220W	370	611	101	544
YMR221C	408	373	90	356
YMR222C	566	635	56	288
YMR223W	56	64	75	270
YMR224C	105	186	17	95
YMR225C	159	329	28	111
YMR226C	2002	2782	250	1298
YMR227C	240	234	100	326
YMR228W	60	129	22	129
YMR229C	271	482	1264	3806
YMR230W	1399	2245	1388	5521
YMR230W-A	0	2	5	29
YMR231W	91	113	59	193
YMR232W	26	10	9	25
YMR233W	97	124	50	156
YMR234W	199	202	100	301
YMR235C	299	645	554	2056
YMR236W	387	613	91	470
YMR237W	430	843	77	317
YMR238W	712	406	69	173
YNCM0033C	0	0	0	0
YMR239C	112	110	323	984
YMR240C	205	235	130	406
YMR241W	218	333	241	955
YMR242C	614	2184	2636	10361
YMR242W-A	2	5	8	39
YMR243C	595	664	735	2662
YMR244W	8	9	180	175
YMR244C-A	353	522	22	86
YMR246W	4512	2705	161	441
YNCM0034C	1362	1249	40	134
YMR247C	165	265	171	603
YNCM0035C	0	0	0	0
YMR247W-A	17	22	0	2
YMR250W	11073	6968	103	211
YMR251W	415	404	18	32
YMR251W-A	31866	37411	615	2591
YMR252C	115	108	16	67
YMR253C	444	374	50	157
YMR254C	30	26	3	22
YMR255W	1664	1589	120	450
YMR256C	7524	5381	161	440
YMR257C	115	109	36	160
YMR258C	963	457	41	194
YMR259C	160	155	205	609
YMR260C	469	1082	922	3156
YMR261C	559	1268	15	120
YMR262W	473	487	20	53
YMR263W	122	213	36	160
YMR264W	840	952	97	415
YMR265C	147	135	72	320
YMR266W	1592	1080	529	1636
YMR267W	232	682	34	168
YMR268C	277	217	97	269
YMR269W	430	156	145	486
YMR270C	64	99	86	333
YMR271C	3904	2437	61	162
YNCM0036C	0	0	0	0
YMR272C	3082	1536	625	2030
YMR272W-B	3	3	0	2
YMR273C	327	334	31	104
YMR274C	14	31	19	93
YMR275C	207	272	59	219
YMR276W	2328	2739	126	466
YMR277W	98	196	295	1164
YMR278W	1295	975	64	135
YMR279C	148	101	12	34
YMR280C	2325	1026	25	58
YMR281W	233	248	13	54
YMR282C	82	228	27	146
YMR283C	390	435	72	191
YNCM0037W	0	0	0	0
YMR284W	238	290	6	42
YMR285C	150	397	183	607
YMR286W	964	672	53	156
YMR287C	132	273	26	123
YMR288W	96	146	50	129
YMR289W	205	286	26	97
YMR290C	102	374	1178	3639
YMR291W	162	150	62	108
YMR292W	61	93	40	152
YMR293C	36	55	19	85
YMR294W	438	294	60	224
YMR295C	3699	3832	476	1315
YMR296C	132	296	371	1362
YMR297W	13235	9095	325	1049
YMR298W	702	855	107	426
YMR299C	354	351	58	255
YMR300C	80	107	1210	2832
YMR301C	301	424	42	223
YMR302C	2675	2521	124	433
YMR303C	30446	20777	881	2504
YMR304W	1565	1219	25	111
YMR305C	1379	5530	97	713
YMR306W	77	76	7	30
YMR307W	763	3351	958	3076
YMR308C	520	548	763	2525
YMR309C	435	494	738	2269
YMR310C	160	174	228	670
YMR311C	5070	4046	137	548
YMR312W	383	393	98	286
YMR313C	670	527	178	482
YMR314W	2069	2496	148	588
YMR315W	748	686	49	193
YMR315W-A	21	13	3	5
YMR316W	2271	1239	96	231
YMR316C-A	7	7	0	4
YMR317W	415	326	30	100
YMR318C	174	448	592	1405
YMR319C	1386	1599	650	1705
YMR320W	72	26	48	147
YMR321C	18	17	3	23
YMR322C	0	0	0	0
YMR323W	7	3	0	3
YMR325W	0	0	0	0
YNL339C	1	0	0	1
YNL336W	247	207	4	21
YNL335W	7	4	0	0
YNL334C	0	1	0	1
YNL333W	5	8	1	1
YNL332W	12	6	0	3
YNL331C	194	179	20	72
YNL330C	585	996	131	482
YNL329C	259	303	30	113
YNL328C	34	28	6	5
YNL327W	595	683	21	62
YNL326C	161	144	55	160
YNL325C	227	249	25	67
YNL323W	272	397	76	242
YNL322C	3658	2720	387	1324
YNL321W	824	554	44	195
YNL320W	46	82	20	80
YNL318C	3	4	1	4
YNL317W	291	316	47	145
YNL316C	53	64	54	180
YNL315C	479	1387	67	305
YNL314W	312	312	18	89
YNL313C	60	181	267	935
YNL312W	174	950	5	81
YNL311C	211	168	30	122
YNL310C	156	423	11	72
YNL309W	26	54	13	78
YNL308C	949	997	946	3247
YNL307C	517	1004	62	274
YNL306W	494	1230	101	343
YNL305C	3398	2136	129	546
YNL304W	11	40	11	40
YNL302C	602	2114	2346	9332
YNL301C	824	1077	1216	4790
YNL300W	107	1138	10	97
YNL299W	10	17	156	499
YNL298W	78	186	195	632
YNL297C	382	591	37	147
YNL295W	240	285	41	146
YNL294C	591	523	56	229
YNL293W	366	302	44	170
YNL292W	146	305	70	283
YNL291C	28	59	27	172
YNL290W	171	397	58	267
YNL289W	18	33	10	482
YNCN0001W	2	8	2	10
YNL288W	272	498	163	560
YNL287W	1314	2267	156	658
YNL286W	392	487	58	200
YNCN0002C	0	1	0	0
YNL284C-B	7	12	0	5
YNL284C-A	0	0	0	0
YNCN0003W	0	0	0	0
YNL284C	198	672	61	273
YNCN0004W	0	1	0	1
YNL283C	148	337	26	211
YNL282W	84	78	62	211
YNL281W	777	805	143	630
YNL280C	684	625	17	177
YNL279W	48	41	1	17
YNL278W	200	184	8	52
YNL277W-A	6	8	2	4
YNL277W	195	115	107	409
YNL275W	122	67	70	223
YNL274C	1399	2436	29	128
YNL273W	7	55	16	31
YNL272C	120	272	28	136
YNL271C	787	716	137	400
YNL270C	200	270	16	35
YNL269W	22	7	6	6
YNL268W	1233	1019	836	2666
YNL267W	955	848	99	350
YNL265C	828	1142	68	209
YNL264C	59	94	62	271
YNL263C	129	301	78	304
YNL262W	197	872	14	79
YNL261W	21	70	116	387
YNL260C	183	242	49	199
YNL259C	328	494	51	165
YNL258C	561	584	74	285
YNL257C	443	732	10	69
YNL256W	214	239	196	643
YNL255C	1946	2359	707	2661
YNL254C	176	117	94	278
YNL253W	203	336	54	221
YNL252C	397	997	81	370
YNL251C	276	230	141	899
YNL250W	331	378	40	125
YNL249C	184	160	38	126
YNL248C	70	156	864	2779
YNL247W	527	1265	421	1317
YNL246W	899	1276	126	503
YNL245C	278	299	96	312
YNL244C	1959	1318	984	3716
YNL243W	155	310	147	537
YNL242W	263	245	4	49
YNL241C	3198	2540	115	296
YNL240C	1588	1038	210	721
YNL239W	3479	4053	119	478
YNL238W	133	190	157	534
YNL237W	268	361	13	71
YNL236W	136	201	82	292
YNL234W	58	100	225	508
YNL233W	84	255	35	95
YNL232W	185	338	320	1101
YNL231C	114	198	262	838
YNL230C	202	198	87	354
YNL229C	443	570	117	529
YNL227C	543	700	289	746
YNL225C	63	167	31	156
YNL224C	212	303	74	227
YNL223W	457	377	23	64
YNL222W	62	130	19	73
YNCN0005C	128	46	4	19
YNL221C	268	352	343	1228
YNL220W	677	1802	925	2147
YNL219C	381	520	70	314
YNL218W	148	141	10	83
YNL217W	284	585	103	344
YNL216W	427	682	141	618
YNL215W	1173	1101	123	427
YNL214W	205	223	12	70
YNL213C	307	290	85	241
YNL212W	761	641	105	373
YNL211C	161	113	39	101
YNL210W	19	33	46	160
YNL209W	2526	5681	3117	9762
YNL208W	15156	13843	360	1113
YNL207W	133	312	311	1046
YNL206C	241	356	80	377
YNL204C	20	24	32	175
YNL202W	3364	678	69	129
YNL201C	239	189	416	1115
YNL200C	3170	1817	49	76
YNL199C	466	516	251	722
YNL197C	238	520	119	324
YNL196C	214	141	6	7
YNL195C	6702	1314	66	57
YNL194C	7239	5950	73	165
YNL193W	578	297	85	318
YNL192W	5328	3011	145	410
YNL191W	112	83	316	937
YNL190W	2353	1711	477	1801
YNL189W	1315	1714	271	1356
YNL188W	35	39	23	108
YNL187W	108	74	45	94
YNL186W	503	385	796	2354
YNL185C	63	156	32	106
YNL184C	5	16	6	10
YNL183C	251	366	71	238
YNL182C	32	58	421	1259
YNL181W	239	676	43	164
YNL180C	1042	638	236	759
YNL178W	2831	6380	6112	21847
YNL177C	351	903	95	373
YNL176C	762	658	146	432
YNL175C	78	176	605	1879
YNL173C	3024	2651	34	108
YNL172W	164	190	37	137
YNL169C	267	1013	36	136
YNL168C	1182	1448	44	149
YNL167C	192	336	37	131
YNL166C	22	53	112	399
YNL165W	105	139	42	173
YNL164C	96	61	89	360
YNL163C	221	289	387	1093
YNL162W-A	40	28	104	275
YNL162W	316	925	1072	4819
YNL161W	445	568	166	575
YNL160W	17706	22677	371	1772
YNL159C	673	506	44	185
YNL158W	303	257	45	215
YNL157W	3133	2847	188	709
YNL156C	1124	1014	111	415
YNL155C-A	246	154	21	82
YNL155W	50	162	58	188
YNL154C	582	878	328	1182
YNL153C	38	110	223	871
YNL152W	36	70	70	235
YNL151C	410	450	151	582
YNL149C	641	728	166	679
YNL148C	73	114	5	37
YNL147W	180	270	107	309
YNL146C-A	7	1	1	1
YNL146W	21	14	1	16
YNL145W	8	5	0	3
YNL144C	1473	1380	60	96
YNL143C	34	26	15	46
YNL142W	151	339	41	133
YNL141W	58	167	2002	5959
YNL140C	0	1	0	2
YNL139C	807	703	76	237
YNL138W-A	208	238	15	67
YNL138W	1329	2404	42	253
YNL137C	251	752	74	329
YNL136W	1998	1253	87	339
YNL135C	5363	7094	283	1176
YNL134C	2198	2907	74	264
YNL133C	552	365	81	197
YNCN0006W	0	0	1	0
YNL132W	58	214	479	1539
YNL131W	853	1605	88	426
YNL130C	1383	1892	40	185
YNL130C-A	32	33	0	3
YNL129W	126	143	13	34
YNL128W	21	39	7	22
YNL127W	587	825	44	147
YNL126W	67	105	7	46
YNL125C	642	618	189	554
YNL124W	44	113	542	1583
YNL123W	73	126	426	1177
YNL122C	143	270	9	73
YNL121C	1650	2539	227	881
YNL119W	119	103	205	772
YNL118C	1392	1937	188	772
YNL117W	16866	36109	141	767
YNL116W	678	422	103	373
YNL115C	3909	1266	57	103
YNL113W	138	131	625	2300
YNL112W	54	171	3653	11166
YNL111C	151	687	223	1448
YNL110C	119	202	745	2762
YNL108C	89	153	119	562
YNL107W	105	208	106	394
YNL106C	47	94	44	129
YNL104C	1962	2295	545	1338
YNL103W	899	463	248	776
YNL102W	48	344	15	53
YNL101W	2802	1782	201	678
YNL100W	1355	2361	67	335
YNL099C	234	259	76	306
YNL098C	796	1658	122	476
YNL097C-B	5	6	1	11
YNL097C	483	682	36	169
YNCN0007W	0	0	0	3
YNL096C	923	1895	1991	7368
YNL095C	79	99	81	214
YNL094W	767	631	112	427
YNL093W	1778	994	19	83
YNL092W	325	181	14	35
YNL091W	3335	2390	267	822
YNL090W	176	279	21	115
YNL088W	759	957	50	139
YNL087W	186	283	149	424
YNL086W	94	102	24	33
YNL085W	651	818	158	625
YNL084C	890	1408	77	352
YNL083W	211	379	83	293
YNL082W	83	222	4	45
YNL081C	387	659	71	246
YNL080C	281	186	135	435
YNL079C	2685	5092	337	1644
YNL078W	240	358	29	104
YNL077W	5775	7674	85	286
YNL076W	426	533	164	497
YNL075W	87	78	485	1829
YNL074C	1052	1140	194	602
YNL073W	177	262	18	149
YNL072W	116	88	22	77
YNL071W	11315	9225	293	1077
YNL070W	371	468	57	209
YNL069C	771	2589	3415	13126
YNL068C	234	242	161	459
YNL067W-B	0	0	0	1
YNL067W	1339	3091	2148	8523
YNL066W	195	230	146	470
YNL065W	32	31	1600	3864
YNL064C	2251	3177	1360	4470
YNL063W	159	244	49	198
YNL062C	140	313	387	1362
YNL061W	606	1017	1347	4503
YNL059C	287	506	83	387
YNL058C	239	431	24	108
YNL056W	472	532	91	340
YNL055C	24063	23036	340	1072
YNCN0008C	0	0	0	0
YNL054W-A	0	0	0	0
YNL054W-B	2	2	1	3
YNL054W	374	477	95	261
YNL053W	210	236	126	366
YNL052W	10195	9398	291	1009
YNL051W	200	336	23	143
YNL050C	331	428	230	841
YNL049C	139	232	67	286
YNL048W	178	279	102	376
YNL047C	110	117	48	165
YNL046W	332	245	11	68
YNL045W	1302	1230	56	304
YNL044W	1384	2096	141	511
YNCN0009W	0	0	0	0
YNL042W-B	21	6	1	3
YNL042W	426	223	53	248
YNL041C	230	292	45	206
YNL040C-A	26	20	2	19
YNL040W	451	582	46	173
YNL039W	323	479	104	432
YNL038W	116	142	69	249
YNL037C	2358	6605	40	307
YNL036W	2663	2781	119	486
YNCN0010C	0	0	0	0
YNCN0011W	0	0	0	0
YNL035C	116	222	56	210
YNCN0012C	0	0	0	1
YNL034W	29	12	1	4
YNL033W	10	8	1	1
YNL032W	171	253	73	255
YNL031C	5869	12431	231	3208
YNL030W	691	5977	154	1554
YNL029C	63	99	94	373
YNL027W	657	472	89	239
YNL026W	500	792	19	106
YNL025C	110	135	25	77
YNCN0013W	100	69	2	12
YNCN0014W	46	31	2	10
YNL024C-A	321	325	124	374
YNL024C	16	11	9	34
YNL023C	157	178	232	701
YNL022C	123	261	130	392
YNL021W	54	166	110	284
YNL020C	1055	336	70	241
YNL019C	54	18	0	3
YNL018C	51	16	1	0
YNCN0015W	0	0	0	0
YNL016W	538	1416	284	826
YNL015W	9701	10589	135	378
YNL014W	5000	550	35	93
YNL012W	148	136	10	44
YNL011C	68	115	26	112
YNL010W	865	1615	359	1136
YNL009W	1943	709	32	59
YNL008C	492	469	43	221
YNL007C	3881	9423	129	738
YNL006W	1501	3382	75	335
YNL005C	693	1491	156	511
YNL004W	1037	1517	367	1134
YNL003C	218	362	38	179
YNL002C	621	938	1413	4810
YNL001W	272	340	304	901
YNR001C	15826	16373	173	478
YNCN0016C	2	2	0	0
YNCN0017W	0	0	0	0
YNR002C	2600	1172	37	55
YNR003C	169	262	235	833
YNR004W	82	85	65	200
YNR006W	1338	1454	132	374
YNR007C	1335	1140	42	102
YNR008W	147	216	64	221
YNR009W	22	51	5	15
YNR010W	471	647	28	139
YNR011C	192	292	121	366
YNR012W	81	137	296	858
YNR013C	338	389	198	782
YNR014W	7	20	11	38
YNR015W	212	277	201	606
YNR016C	8298	11385	134	448
YNR017W	251	539	187	680
YNR018W	1155	1665	586	1930
YNR019W	1233	1160	110	372
YNR020C	16	52	60	226
YNR021W	480	968	251	1101
YNR022C	325	646	22	140
YNR023W	206	322	79	317
YNR024W	661	392	172	558
YNR026C	48	117	156	546
YNR027W	27	68	116	509
YNR028W	363	497	110	377
YNR029C	281	337	153	473
YNR030W	69	184	28	156
YNR031C	587	647	76	194
YNR032W	117	185	30	157
YNR032C-A	337	258	26	89
YNR033W	103	297	26	129
YNR034W	847	764	114	388
YNR034W-A	21101	31026	334	1223
YNR035C	2358	3220	190	753
YNR036C	600	1726	86	343
YNR037C	155	346	32	164
YNR038W	89	179	207	759
YNR039C	209	148	196	610
YNR040W	25	133	16	104
YNR041C	69	146	16	94
YNR043W	364	1183	57	346
YNR044W	29	39	4	38
YNR045W	191	552	11	89
YNR046W	157	137	233	950
YNR047W	1340	1521	80	323
YNR048W	134	170	50	176
YNR049C	195	221	55	270
YNR050C	274	508	35	228
YNCN0018W	9	23	1	3
YNR051C	700	529	361	1041
YNR052C	280	259	226	806
YNR053C	156	208	880	2619
YNCN0019C	9	17	1	13
YNR054C	73	112	337	1190
YNCN0020C	0	0	0	0
YNR055C	446	415	295	885
YNR056C	40	56	36	110
YNR057C	61	79	18	53
YNR058W	23	31	13	52
YNR059W	589	470	46	151
YNR060W	96	50	1532	3498
YNR061C	67	143	72	370
YNR062C	13	8	16	64
YNR063W	75	41	15	57
YNR064C	119	56	4	35
YNR065C	64	153	10	57
YNR066C	47	110	3	14
YNR067C	276	303	3	28
YNR068C	139	113	6	22
YNR069C	242	284	6	40
YNR070W	204	190	3	25
YNR071C	3	5	0	1
YNR072W	11	9	1	3
YNR073C	43	41	1	1
YNR074C	62	64	9	22
YNR075W	226	250	17	57
YNR075C-A	0	1	0	0
YNR076W	0	0	0	0
YNR077C	0	0	0	0
YOL166W-A	0	0	0	0
YOL165C	0	0	0	0
YOL164W-A	0	0	0	0
YOL164W	0	0	0	0
YOL163W	0	0	0	0
YOL162W	0	0	0	0
YOL161C	0	0	0	0
YOL160W	5	3	2	3
YOL159C-A	123	96	25	70
YOL159C	256	193	9	46
YOL158C	381	425	62	166
YOL157C	73	88	0	5
YOL156W	25	13	2	2
YOL155W-A	0	0	0	0
YOL155C	6591	6067	84	282
YOL154W	169	121	16	69
YOL153C	1695	1079	14	54
YOL152W	113	324	185	666
YOL151W	665	384	5920	26198
YOL149W	379	357	53	177
YOL148C	124	232	55	235
YOL147C	6048	3855	82	219
YOL146W	107	158	27	129
YOL145C	835	1050	256	770
YOL144W	189	223	225	810
YOL143C	665	949	93	314
YOL142W	174	205	198	741
YOL141W	39	47	25	105
YOL140W	125	324	292	913
YOL139C	829	1635	1111	3994
YOL138C	455	337	77	276
YOL137W	59	87	86	392
YOL136C	64	82	756	2516
YOL135C	152	213	81	251
YOL133W	942	644	93	393
YOL132W	33	23	6	10
YOL131W	26	11	3	4
YOL130W	1388	634	257	781
YOL129W	1998	2010	93	388
YOL128C	72	63	127	462
YOL127W	1624	4589	4842	18773
YOL126C	2049	6323	39	168
YOL125W	135	257	254	883
YOL124C	5	13	430	1165
YOL123W	582	653	47	371
YOL122C	333	424	68	267
YOL121C	326	1082	1720	7086
YOL120C	1030	3820	3995	15765
YOL119C	381	164	65	240
YOL118C	36	34	7	15
YOL117W	516	559	15	76
YOL116W	176	280	57	169
YOL115W	169	167	199	741
YOL114C	80	53	3	5
YOL113W	1159	598	18	67
YOL112W	148	207	32	146
YOL111C	1361	1069	95	248
YOL110W	576	484	18	63
YOL109W	8178	11245	876	3300
YNCO0001C	0	0	0	0
YOL108C	1463	1429	42	150
YOL107W	79	66	2	26
YNCO0002W	0	0	0	0
YOL105C	93	63	85	296
YOL104C	2	2	4	15
YOL103W-A	0	0	0	0
YOL103W-B	0	0	0	0
YOL103W	136	293	140	528
YOL102C	230	319	24	114
YOL101C	650	249	11	28
YOL100W	1389	674	186	457
YOL098C	384	641	180	545
YNCO0003C	4	7	2	6
YOL097W-A	12	11	2	14
YOL097C	130	360	511	1615
YOL096C	137	318	8	44
YOL095C	37	38	36	121
YOL094C	46	92	108	267
YOL093W	95	285	115	355
YOL092W	209	207	269	971
YOL091W	11	26	15	99
YOL090W	33	138	20	62
YOL089C	181	160	93	267
YOL088C	551	442	61	181
YOL087C	907	804	41	175
YOL086W-A	389	477	38	145
YOL086C	34792	41158	4320	15454
YOL085C	57	28	1	7
YOL084W	2619	689	184	474
YOL083W	4118	1715	53	44
YOL082W	3602	2270	61	157
YOL081W	6003	6383	160	469
YOL080C	16	17	248	844
YOL078W	368	385	103	250
YOL077W-A	948	1626	73	229
YOL077C	138	329	983	3628
YOL076W	87	121	78	324
YOL075C	377	412	57	181
YOL073C	871	585	48	213
YOL072W	231	221	47	314
YOL071W	601	894	26	99
YOL070C	439	583	48	198
YOL069W	188	242	29	109
YOL068C	925	1000	377	1091
YOL067C	352	306	62	166
YOL066C	79	108	185	763
YOL065C	259	324	10	19
YOL064C	160	323	139	611
YOL063C	226	236	35	177
YOL062C	484	1071	129	626
YOL061W	311	518	469	1571
YOL060C	1076	908	76	308
YOL059W	614	1336	351	1371
YOL058W	448	2755	201	628
YOL057W	282	517	30	271
YOL056W	16	59	40	174
YOL055C	251	433	48	224
YNCO0004C	0	0	0	0
YNCO0005W	0	0	0	0
YOL054W	352	290	51	195
YOL053W	151	287	7	39
YOL052C-A	18550	5609	176	173
YOL052C	176	521	132	429
YNCO0006W	16	20	0	1
YOL051W	3340	2266	210	628
YOL049W	483	746	41	257
YOL048C	1178	737	18	65
YOL047C	101	38	21	25
YOL045W	217	48	174	393
YOL044W	1040	568	56	123
YOL043C	341	290	71	247
YOL042W	287	325	68	303
YOL041C	77	172	1195	4271
YOL040C	2177	4362	4302	16806
YOL039W	391	1901	2044	8525
YOL038C-A	19	11	0	3
YOL038W	1512	2271	137	773
YOL036W	1490	1024	290	1104
YNCO0007W	3	4	0	3
YOL034W	185	255	27	162
YOL033W	38	132	14	66
YOL032W	1797	3803	21	112
YOL031C	182	294	61	295
YOL030W	2005	3157	559	1786
YOL029C	24	67	52	152
YOL028C	23	56	30	146
YOL027C	1457	1404	272	939
YOL026C	618	396	32	186
YNCO0008W	0	0	0	0
YOL025W	851	464	48	157
YOL024W	13	11	2	6
YOL023W	449	687	35	144
YOL022C	346	476	286	992
YNCO0009W	1	1	0	0
YOL021C	287	365	391	1304
YOL020W	187	264	241	748
YNCO0010W	0	0	0	0
YOL019W-A	0	0	0	0
YOL019W	306	269	20	87
YOL018C	550	572	24	80
YOL017W	24	246	3	7
YOL016C	3893	5752	48	221
YOL015W	33	20	3	10
YOL014W	65	170	11	58
YNCO0011W	0	0	4	15
YOL013C	519	524	33	143
YOL012C	356	471	41	187
YOL011W	262	309	226	858
YOL010W	123	108	408	1433
YOL009C	316	259	22	122
YOL008W	73	198	14	73
YOL007C	101	261	16	236
YOL006C	379	391	339	1060
YOL005C	182	269	57	243
YOL004W	721	959	181	595
YOL003C	93	165	21	93
YOL002C	418	563	150	407
YOL001W	263	133	45	246
YOR001W	914	733	405	1344
YOR002W	507	492	70	277
YOR003W	168	185	21	69
YOR004W	52	82	381	1294
YOR005C	583	414	97	327
YOR006C	285	334	311	989
YOR007C	8230	10960	472	1804
YNCO0012C	0	0	0	0
YOR008C	1229	762	152	506
YOR008C-A	10	6	1	1
YOR009W	96	54	16	44
YOR010C	182	108	36	87
YOR011W	119	125	53	143
YNCO0013C	0	0	0	0
YOR011W-A	4	0	0	1
YOR012W	22	21	36	85
YOR014W	1699	1391	219	739
YOR015W	124	170	29	150
YOR016C	369	595	44	168
YOR017W	130	206	43	152
YOR018W	531	235	15	78
YOR019W	2457	520	25	44
YOR020C	5639	12366	249	1091
YOR020W-A	2362	2169	68	243
YOR021C	237	440	319	1087
YOR022C	372	274	39	144
YOR023C	1308	1092	124	434
YOR025W	158	140	11	105
YOR026W	61	180	33	166
YOR027W	18351	19286	293	973
YOR028C	412	158	50	247
YOR029W	1	0	0	6
YOR030W	614	293	86	286
YOR031W	2603	1122	246	932
YOR032C	1574	1653	93	184
YOR032W-A	8	1	1	6
YOR033C	42	116	44	197
YOR034C	257	209	56	145
YOR034C-A	43	36	1	7
YOR035C	1923	1477	46	138
YOR036W	4769	3676	99	289
YOR037W	244	416	42	133
YOR038C	92	204	59	225
YOR039W	443	623	203	656
YOR040W	1121	585	52	154
YNCO0014C	151	121	12	38
YOR042W	3272	3582	121	525
YNCO0015C	30	42	2	10
YOR043W	802	941	243	887
YOR044W	261	111	80	337
YOR045W	280	803	43	194
YOR046C	352	542	457	1699
